         date     Predict    True  diff   acc
31 2024-05-13   99.870003  100.20  0.33 -1.78
32 2024-05-14   99.930000  100.95  1.02 -0.76
33 2024-05-15   99.910004  100.35  0.43 -0.33
34 2024-05-16   99.889999   99.58 -0.31 -0.64
35 2024-05-17   99.940002  100.42  0.48 -0.16
36 2024-05-20   99.830002  101.38  1.55  1.39
37 2024-05-21   99.889999   99.00 -0.89  0.50
38 2024-05-22   99.830002   99.98  0.15  0.65
39 2024-05-23   99.639999   98.84 -0.80 -0.15
40 2024-05-24   99.879997  100.85  0.97  0.82
41 2024-05-28   99.790001  100.27  0.48  1.30
42 2024-05-29   99.739998   97.93 -1.81 -0.51
43 2024-05-30   99.690002  100.13  0.44 -0.07
Mean Absolute Error: 0.80%
Epoch: 299, Final Loss: 0.000091
Norm: 79.26

         date     Predict    True  diff   acc
0  2024-03-26   99.919998  100.26  0.34  0.34
1  2024-03-27  100.110001  100.38  0.27  0.61
2  2024-03-28   99.949997   99.83 -0.11  0.50
3  2024-04-01   99.839996   98.98 -0.86 -0.36
4  2024-04-02   99.760002   99.02 -0.74 -1.10
5  2024-04-03   99.910004  101.26  1.35  0.25
6  2024-04-04   99.680000   97.85 -1.84 -1.59
7  2024-04-05  100.070000  100.56  0.49 -1.10
8  2024-04-08   99.930000  100.27  0.34 -0.76
9  2024-04-09   99.919998  100.27  0.35 -0.41
10 2024-04-10   99.830002   98.65 -1.19 -1.60
11 2024-04-11   99.930000  101.69  1.76  0.16
12 2024-04-12   99.720001   98.26 -1.46 -1.30
13 2024-04-15   99.879997   99.12 -0.76 -2.06
14 2024-04-16   99.980003   99.85 -0.12 -2.18
15 2024-04-17   99.889999   97.77 -2.12 -4.30
16 2024-04-18   99.949997   99.70 -0.25 -4.55
17 2024-04-19  100.010002   98.80 -1.21 -5.76
18 2024-04-22  100.040001  101.57  1.53 -4.23
19 2024-04-23  100.029999  100.61  0.57 -3.66
20 2024-04-24   99.940002   99.70 -0.24 -3.90
21 2024-04-25   99.779999   99.67 -0.11 -4.01
22 2024-04-29  100.089996  101.52  1.43 -2.58
23 2024-04-30   99.769997   99.28 -0.49 -3.07
24 2024-05-01   99.779999   99.92  0.15 -2.92
25 2024-05-06  100.290001  102.21  1.92 -1.00
26 2024-05-07   99.980003   99.48 -0.50 -1.50
27 2024-05-08  100.040001   98.96 -1.08 -2.58
28 2024-05-09  100.059998  100.48  0.42 -2.16
29 2024-05-10   99.989998   99.28 -0.71 -2.87
30 2024-05-13   99.919998  100.20  0.28 -2.59
31 2024-05-14   99.989998  100.95  0.96 -1.63
32 2024-05-15   99.980003  100.35  0.37 -1.26
33 2024-05-16   99.940002   99.58 -0.36 -1.62
34 2024-05-17   99.989998  100.42  0.43 -1.19
35 2024-05-20   99.879997  101.38  1.51  0.32
36 2024-05-21   99.949997   99.00 -0.95 -0.63
37 2024-05-22   99.879997   99.98  0.10 -0.53
38 2024-05-23   99.680000   98.84 -0.84 -1.37
39 2024-05-24   99.930000  100.85  0.92 -0.45
40 2024-05-28   99.839996  100.27  0.43 -0.02
41 2024-05-29   99.779999   97.93 -1.85 -1.87
42 2024-05-30   99.739998  100.13  0.39 -1.48
43 2024-05-31  100.199997  101.66  1.46 -0.02
Mean Absolute Error: 0.81%
Epoch: 299, Final Loss: 0.000094
Norm: 90.11

         date     Predict    True  diff   acc
0  2024-03-27  100.110001  100.38  0.27  0.27
1  2024-03-28   99.940002   99.83 -0.11  0.16
2  2024-04-01   99.830002   98.98 -0.85 -0.69
3  2024-04-02   99.739998   99.02 -0.72 -1.41
4  2024-04-03   99.910004  101.26  1.36 -0.05
5  2024-04-04   99.660004   97.85 -1.82 -1.87
6  2024-04-05  100.070000  100.56  0.49 -1.38
7  2024-04-08   99.919998  100.27  0.35 -1.03
8  2024-04-09   99.910004  100.27  0.36 -0.67
9  2024-04-10   99.809998   98.65 -1.17 -1.84
10 2024-04-11   99.919998  101.69  1.77 -0.07
11 2024-04-12   99.699997   98.26 -1.44 -1.51
12 2024-04-15   99.860001   99.12 -0.75 -2.26
13 2024-04-16   99.970001   99.85 -0.12 -2.38
14 2024-04-17   99.879997   97.77 -2.11 -4.49
15 2024-04-18   99.940002   99.70 -0.25 -4.74
16 2024-04-19  100.010002   98.80 -1.21 -5.95
17 2024-04-22  100.040001  101.57  1.53 -4.42
18 2024-04-23  100.029999  100.61  0.57 -3.85
19 2024-04-24   99.930000   99.70 -0.23 -4.08
20 2024-04-25   99.769997   99.67 -0.09 -4.17
21 2024-04-29  100.089996  101.52  1.43 -2.74
22 2024-04-30   99.739998   99.28 -0.47 -3.21
23 2024-05-01   99.779999   99.92  0.14 -3.07
24 2024-05-06  100.300003  102.21  1.90 -1.17
25 2024-05-07   99.970001   99.48 -0.49 -1.66
26 2024-05-08  100.040001   98.96 -1.08 -2.74
27 2024-05-09  100.059998  100.48  0.41 -2.33
28 2024-05-10   99.989998   99.28 -0.71 -3.04
29 2024-05-13   99.910004  100.20  0.29 -2.75
30 2024-05-14   99.980003  100.95  0.97 -1.78
31 2024-05-15   99.980003  100.35  0.36 -1.42
32 2024-05-16   99.930000   99.58 -0.35 -1.77
33 2024-05-17   99.989998  100.42  0.43 -1.34
34 2024-05-20   99.870003  101.38  1.52  0.18
35 2024-05-21   99.940002   99.00 -0.94 -0.76
36 2024-05-22   99.860001   99.98  0.11 -0.65
37 2024-05-23   99.660004   98.84 -0.82 -1.47
38 2024-05-24   99.919998  100.85  0.92 -0.55
39 2024-05-28   99.830002  100.27  0.44 -0.11
40 2024-05-29   99.760002   97.93 -1.83 -1.94
41 2024-05-30   99.720001  100.13  0.40 -1.54
42 2024-05-31  100.199997  101.66  1.45 -0.09
43 2024-06-03   99.800003   99.80  0.01 -0.08
Mean Absolute Error: 0.80%
Epoch: 299, Final Loss: 0.000093
Norm: 94.37

         date     Predict    True  diff   acc
0  2024-03-28   99.930000   99.83 -0.10 -0.10
1  2024-04-01   99.809998   98.98 -0.83 -0.93
2  2024-04-02   99.720001   99.02 -0.70 -1.63
3  2024-04-03   99.889999  101.26  1.37 -0.26
4  2024-04-04   99.639999   97.85 -1.80 -2.06
5  2024-04-05  100.070000  100.56  0.49 -1.57
6  2024-04-08   99.910004  100.27  0.36 -1.21
7  2024-04-09   99.900002  100.27  0.37 -0.84
8  2024-04-10   99.779999   98.65 -1.14 -1.98
9  2024-04-11   99.910004  101.69  1.78 -0.20
10 2024-04-12   99.680000   98.26 -1.42 -1.62
11 2024-04-15   99.839996   99.12 -0.73 -2.35
12 2024-04-16   99.959999   99.85 -0.11 -2.46
13 2024-04-17   99.870003   97.77 -2.10 -4.56
14 2024-04-18   99.930000   99.70 -0.24 -4.80
15 2024-04-19  100.010002   98.80 -1.20 -6.00
16 2024-04-22  100.040001  101.57  1.53 -4.47
17 2024-04-23  100.029999  100.61  0.58 -3.89
18 2024-04-24   99.910004   99.70 -0.22 -4.11
19 2024-04-25   99.739998   99.67 -0.07 -4.18
20 2024-04-29  100.089996  101.52  1.43 -2.75
21 2024-04-30   99.709999   99.28 -0.44 -3.19
22 2024-05-01   99.779999   99.92  0.14 -3.05
23 2024-05-06  100.330002  102.21  1.88 -1.17
24 2024-05-07   99.959999   99.48 -0.48 -1.65
25 2024-05-08  100.029999   98.96 -1.07 -2.72
26 2024-05-09  100.059998  100.48  0.41 -2.31
27 2024-05-10   99.980003   99.28 -0.70 -3.01
28 2024-05-13   99.889999  100.20  0.31 -2.70
29 2024-05-14   99.980003  100.95  0.97 -1.73
30 2024-05-15   99.989998  100.35  0.36 -1.37
31 2024-05-16   99.919998   99.58 -0.34 -1.71
32 2024-05-17   99.980003  100.42  0.44 -1.27
33 2024-05-20   99.849998  101.38  1.54  0.27
34 2024-05-21   99.930000   99.00 -0.93 -0.66
35 2024-05-22   99.849998   99.98  0.13 -0.53
36 2024-05-23   99.629997   98.84 -0.79 -1.32
37 2024-05-24   99.910004  100.85  0.93 -0.39
38 2024-05-28   99.809998  100.27  0.46  0.07
39 2024-05-29   99.739998   97.93 -1.81 -1.74
40 2024-05-30   99.709999  100.13  0.42 -1.32
41 2024-05-31  100.209999  101.66  1.45  0.13
42 2024-06-03   99.790001   99.80  0.02  0.15
43 2024-06-04   99.910004   99.73 -0.18 -0.03
Mean Absolute Error: 0.79%
Epoch: 299, Final Loss: 0.000092
Norm: 95.22

         date     Predict    True  diff   acc
0  2024-04-01   99.830002   98.98 -0.85 -0.85
1  2024-04-02   99.730003   99.02 -0.72 -1.57
2  2024-04-03   99.919998  101.26  1.34 -0.23
3  2024-04-04   99.650002   97.85 -1.81 -2.04
4  2024-04-05  100.099998  100.56  0.46 -1.58
5  2024-04-08   99.940002  100.27  0.33 -1.25
6  2024-04-09   99.930000  100.27  0.34 -0.91
7  2024-04-10   99.790001   98.65 -1.15 -2.06
8  2024-04-11   99.940002  101.69  1.75 -0.31
9  2024-04-12   99.690002   98.26 -1.43 -1.74
10 2024-04-15   99.860001   99.12 -0.74 -2.48
11 2024-04-16   99.989998   99.85 -0.14 -2.62
12 2024-04-17   99.900002   97.77 -2.13 -4.75
13 2024-04-18   99.959999   99.70 -0.26 -5.01
14 2024-04-19  100.040001   98.80 -1.24 -6.25
15 2024-04-22  100.080002  101.57  1.49 -4.76
16 2024-04-23  100.070000  100.61  0.54 -4.22
17 2024-04-24   99.940002   99.70 -0.24 -4.46
18 2024-04-25   99.760002   99.67 -0.09 -4.55
19 2024-04-29  100.120003  101.52  1.40 -3.15
20 2024-04-30   99.709999   99.28 -0.44 -3.59
21 2024-05-01   99.830002   99.92  0.10 -3.49
22 2024-05-06  100.389999  102.21  1.82 -1.67
23 2024-05-07   99.989998   99.48 -0.51 -2.18
24 2024-05-08  100.059998   98.96 -1.10 -3.28
25 2024-05-09  100.099998  100.48  0.38 -2.90
26 2024-05-10  100.010002   99.28 -0.73 -3.63
27 2024-05-13   99.919998  100.20  0.28 -3.35
28 2024-05-14  100.010002  100.95  0.94 -2.41
29 2024-05-15  100.029999  100.35  0.31 -2.10
30 2024-05-16   99.940002   99.58 -0.36 -2.46
31 2024-05-17  100.010002  100.42  0.41 -2.05
32 2024-05-20   99.870003  101.38  1.52 -0.53
33 2024-05-21   99.959999   99.00 -0.96 -1.49
34 2024-05-22   99.860001   99.98  0.11 -1.38
35 2024-05-23   99.639999   98.84 -0.80 -2.18
36 2024-05-24   99.940002  100.85  0.91 -1.27
37 2024-05-28   99.830002  100.27  0.44 -0.83
38 2024-05-29   99.750000   97.93 -1.82 -2.65
39 2024-05-30   99.730003  100.13  0.40 -2.25
40 2024-05-31  100.250000  101.66  1.40 -0.85
41 2024-06-03   99.809998   99.80 -0.01 -0.86
42 2024-06-04   99.949997   99.73 -0.22 -1.08
43 2024-06-05  100.050003  101.09  1.05 -0.03
Mean Absolute Error: 0.81%
Epoch: 299, Final Loss: 0.000093
Norm: 103.32

         date     Predict    True  diff   acc
0  2024-04-02   99.720001   99.02 -0.71 -0.71
1  2024-04-03   99.919998  101.26  1.34  0.63
2  2024-04-04   99.629997   97.85 -1.79 -1.16
3  2024-04-05  100.120003  100.56  0.45 -0.71
4  2024-04-08   99.940002  100.27  0.33 -0.38
5  2024-04-09   99.930000  100.27  0.34 -0.04
6  2024-04-10   99.769997   98.65 -1.13 -1.17
7  2024-04-11   99.940002  101.69  1.75  0.58
8  2024-04-12   99.669998   98.26 -1.41 -0.83
9  2024-04-15   99.849998   99.12 -0.73 -1.56
10 2024-04-16   99.989998   99.85 -0.14 -1.70
11 2024-04-17   99.900002   97.77 -2.13 -3.83
12 2024-04-18   99.959999   99.70 -0.26 -4.09
13 2024-04-19  100.050003   98.80 -1.25 -5.34
14 2024-04-22  100.089996  101.57  1.48 -3.86
15 2024-04-23  100.080002  100.61  0.53 -3.33
16 2024-04-24   99.940002   99.70 -0.24 -3.57
17 2024-04-25   99.739998   99.67 -0.07 -3.64
18 2024-04-29  100.129997  101.52  1.39 -2.25
19 2024-04-30   99.690002   99.28 -0.41 -2.66
20 2024-05-01   99.839996   99.92  0.08 -2.58
21 2024-05-06  100.430000  102.21  1.78 -0.80
22 2024-05-07   99.989998   99.48 -0.51 -1.31
23 2024-05-08  100.070000   98.96 -1.10 -2.41
24 2024-05-09  100.110001  100.48  0.36 -2.05
25 2024-05-10  100.010002   99.28 -0.74 -2.79
26 2024-05-13   99.910004  100.20  0.29 -2.50
27 2024-05-14  100.010002  100.95  0.94 -1.56
28 2024-05-15  100.050003  100.35  0.29 -1.27
29 2024-05-16   99.940002   99.58 -0.36 -1.63
30 2024-05-17  100.019997  100.42  0.40 -1.23
31 2024-05-20   99.860001  101.38  1.53  0.30
32 2024-05-21   99.970001   99.00 -0.97 -0.67
33 2024-05-22   99.860001   99.98  0.12 -0.55
34 2024-05-23   99.620003   98.84 -0.78 -1.33
35 2024-05-24   99.940002  100.85  0.90 -0.43
36 2024-05-28   99.830002  100.27  0.45  0.02
37 2024-05-29   99.730003   97.93 -1.81 -1.79
38 2024-05-30   99.720001  100.13  0.41 -1.38
39 2024-05-31  100.269997  101.66  1.38  0.00
40 2024-06-03   99.820000   99.80 -0.01 -0.01
41 2024-06-04   99.959999   99.73 -0.23 -0.24
42 2024-06-05  100.050003  101.09  1.05  0.81
43 2024-06-06   99.949997   99.09 -0.86 -0.05
Mean Absolute Error: 0.80%
Epoch: 299, Final Loss: 0.000092
Norm: 86.02

